ID,City,State,Start_Time,Severity,Start_Lat,Start_Lng,Weather_Condition,Temperature(F),Precipitation(in),Visibility(mi),Humidity(%),Distance(mi)
A-5190836,Denver,CO,2023-02-15 19:28:00,2,39.752851,-105.01578899999998,Light Snow,12.0,0.0,1.0,85.0,4.052
A-5352622,Phoenix,AZ,2023-02-09 14:47:00,2,33.51791,-112.044291,Fair,68.0,0.0,10.0,5.0,3.606
A-3841958,Grassflat,PA,2023-02-17 06:08:00,2,40.967582,-78.085291,Light Rain,50.0,0.02,7.0,86.0,0.168
A-4205158,Woodburn,OR,2023-01-25 07:53:04,2,45.160136,-122.823375,Cloudy,36.0,0.0,4.0,97.0,0.364
A-5036334,Dallas,TX,2023-01-25 06:38:00,2,32.930565,-96.75742,Cloudy,37.0,0.0,10.0,87.0,1.079
A-3762122,Torrance,CA,2023-01-17 05:26:00,2,33.853493,-118.290532,Fair,45.0,,10.0,81.0,0.051
A-4654627,Silver Springs,FL,2023-01-06 07:46:00,2,29.217989000000006,-82.015912,Fair,53.0,0.0,10.0,66.0,0.102
A-4759453,Tuscaloosa,AL,2023-01-25 07:50:10,2,33.20217,-87.525188,Cloudy,50.0,0.0,10.0,77.0,0.034
A-4149111,Zionsville,IN,2023-02-06 18:40:00,2,39.93118,-86.29446800000002,Fair,40.0,0.0,10.0,63.0,1.596
A-5017197,Plant City,FL,2023-01-24 18:48:00,2,28.031982,-82.13421899999999,Cloudy,70.0,0.0,10.0,60.0,0.054
A-5169410,Waterford,CA,2023-01-06 07:30:00,2,37.639794,-120.740504,Fog,42.0,0.0,2.0,100.0,0.072
A-4976227,Exton,PA,2023-01-04 00:32:50,2,40.060243,-75.653786,,,,,,0.308
A-5191206,Los Angeles,CA,2023-01-03 22:59:00,2,33.906669,-118.26963899999998,Cloudy,59.0,0.0,5.0,90.0,0.026
A-3682565,Schiller Park,IL,2023-03-28 06:37:15,2,41.972801,-87.86936800000002,Mostly Cloudy,31.0,0.0,10.0,69.0,0.08
A-4409181,South Vienna,OH,2023-01-25 09:06:00,2,39.932355,-83.606933,Light Rain / Windy,,0.04,10.0,,1.992
A-4976847,Winston,MT,2023-01-19 18:13:54,2,46.486068,-111.668008,Cloudy,30.0,0.0,10.0,82.0,0.438
A-3691346,Grand Rapids,MI,2023-03-23 17:33:42,2,43.02112,-85.64429799999998,Mostly Cloudy,47.0,0.0,10.0,52.0,0.7929999999999999
A-4829607,Gap,PA,2023-01-18 07:28:45,2,39.989232,-75.991374,,,,,,0.024
A-3684099,Idleyld Park,OR,2023-03-21 02:49:58,2,43.238092,-122.146014,Fair,35.0,0.0,10.0,89.0,0.5539999999999999
A-4130420,Raleigh,NC,2023-01-30 11:47:13,2,35.867613,-78.543075,Mostly Cloudy,57.0,0.0,10.0,83.0,0.017
A-4457715,Norfolk,VA,2023-01-15 12:36:38,2,36.859113,-76.195702,Fair,42.0,0.0,10.0,55.0,0.871
A-4223569,Bellefontaine,OH,2023-01-13 16:23:59,2,40.408308,-83.789254,,30.0,0.0,10.0,86.0,1.523
A-3678395,Klamath Falls,OR,2023-02-27 12:01:34,2,42.289479,-121.92564099999998,Cloudy,32.0,0.0,5.0,61.0,0.217
A-4698184,Reno,NV,2023-01-02 20:11:19,2,39.558825,-119.790944,Light Snow,26.0,0.01,2.0,88.0,0.025
A-3835697,Port Chester,NY,2023-01-05 17:55:00,2,40.98952889,-73.66495013,Fog,44.0,0.0,0.5,100.0,0.82
A-4377828,Baton Rouge,LA,2023-01-21 11:46:00,2,30.47314525,-91.16833806,Cloudy,51.0,0.01,10.0,92.0,0.005
A-4270437,Riverside,CA,2023-01-16 01:26:00,2,33.975521,-117.335277,Rain,47.0,0.05,5.0,93.0,0.116
A-3659784,San Francisco,CA,2023-03-20 21:20:00,2,37.732545,-122.414154,Mostly Cloudy,50.0,0.0,10.0,61.0,0.046
A-4330290,San Leandro,CA,2023-01-19 06:44:00,2,37.704262,-122.157769,Fair,42.0,0.0,10.0,89.0,2.85
A-3887945,El Monte,CA,2023-02-16 07:33:00,2,34.064622,-118.011465,Fair,54.0,0.0,10.0,22.0,0.746
A-3910238,Greenwood,VA,2023-01-17 19:09:40,2,38.044988,-78.749611,Partly Cloudy,50.0,0.0,10.0,79.0,0.267
A-4456039,North Fort Myers,FL,2023-01-26 05:53:30,2,26.662064,-81.87678299999997,Cloudy,64.0,0.01,10.0,90.0,1.266
A-5039888,Putnam,CT,2023-01-19 16:12:31,2,41.91300273,-71.88984275,Light Rain,38.0,0.01,4.0,97.0,1.03
A-3811938,Sacramento,CA,2023-01-31 17:52:00,2,38.558862,-121.379528,Fair,46.0,0.0,10.0,50.0,0.186
A-4707422,Hazlehurst,GA,2023-02-09 07:06:00,4,31.835498,-82.632234,Fair,57.0,,10.0,95.0,0.764
A-4933945,Golden,CO,2023-01-13 14:28:30,2,39.713268,-105.193206,Mostly Cloudy,50.0,0.0,10.0,37.0,0.929
A-4674940,Hollywood,FL,2023-01-23 12:28:00,2,26.043501000000006,-80.162758,Partly Cloudy,85.0,0.0,10.0,55.0,0.956
A-3692520,Los Angeles,CA,2023-03-27 05:27:00,2,34.037776,-118.280981,Fair,48.0,0.0,10.0,48.0,0.028
A-5431465,Wilmington,NC,2023-01-25 07:13:00,2,34.254325,-77.957144,Cloudy,49.0,0.0,10.0,90.0,0.086
A-4278121,Houston,TX,2023-01-29 23:40:57,2,29.727723,-95.349821,Cloudy,60.0,0.0,7.0,90.0,0.032
A-4631095,Birmingham,AL,2023-01-13 18:31:44,2,33.410957,-86.664647,Cloudy,37.0,0.0,10.0,70.0,0.105
A-4363361,Okemos,MI,2023-02-22 19:38:44,2,42.67353,-84.375,Light Snow,32.0,0.0,4.0,91.0,1.226
A-4339609,Jefferson,SC,2023-01-05 09:07:54,2,34.652909,-80.388547,Fair,55.0,0.0,10.0,77.0,0.031
A-4656445,Kansas City,MO,2023-01-27 07:40:30,2,39.148767,-94.559862,Mostly Cloudy,36.0,0.0,10.0,67.0,0.297
A-3831372,Round O,SC,2023-01-04 23:53:39,2,32.935705,-80.560622,Cloudy,63.0,0.0,10.0,100.0,0.048
A-5180291,Soda Springs,CA,2023-01-02 16:45:00,2,39.315279,-120.62529,Snow,27.0,0.06,0.5,96.0,17.894000000000005
A-4667675,Crescent City,CA,2023-02-03 12:16:00,2,41.810242,-124.078918,Light Rain,49.0,0.01,3.0,90.0,0.047
A-3939996,Marietta,GA,2023-02-02 08:22:00,2,33.936127,-84.496911,Light Drizzle,43.0,0.02,3.0,92.0,0.222
A-4054463,Ellenton,FL,2023-01-29 17:16:00,2,27.521682,-82.52756600000002,Fair,73.0,0.0,10.0,73.0,0.008
A-4589583,Boston,MA,2023-01-26 12:39:01,2,42.353904,-71.053881,Cloudy,45.0,0.0,10.0,68.0,3.067
A-4628497,Sacramento,CA,2023-02-20 18:19:00,2,38.599646,-121.419969,Fair,57.0,0.0,10.0,48.0,0.025
A-4689395,Indianapolis,IN,2023-01-13 04:55:44,2,39.750674,-86.034099,Cloudy,34.0,,10.0,93.0,0.888
A-3823333,Clearwater,MN,2023-01-03 13:30:30,2,45.406499,-94.047219,Heavy Snow,24.0,0.07,0.0,91.0,1.306
A-5207925,Atwater,CA,2023-01-18 08:57:00,2,37.302131,-120.623929,Fair,43.0,0.0,7.0,100.0,0.499
A-4667395,Lockhart,TX,2023-01-06 03:18:00,2,29.91988063,-97.67784476,Mostly Cloudy,,0.0,10.0,,1.331
A-3702603,Ballico,CA,2023-03-26 03:42:00,2,37.518294,-120.681283,Fair,37.0,0.0,10.0,100.0,0.228
A-4188371,Nashville,TN,2023-01-20 17:54:53,2,36.155644,-86.789715,Fair,43.0,0.0,10.0,56.0,0.005
A-3656202,Bronx,NY,2023-03-24 23:52:35,2,40.896173,-73.860928,Mostly Cloudy,47.0,0.0,10.0,52.0,0.057
A-3916622,Monticello,MN,2023-02-14 16:33:52,2,45.257939,-93.704351,Rain,37.0,0.05,3.0,92.0,0.236
A-4028238,San Francisco,CA,2023-02-07 09:32:00,2,37.710442,-122.39557,Partly Cloudy,52.0,0.0,10.0,74.0,0.033
A-4412143,Lawrence Township,NJ,2023-01-19 09:27:51,2,40.285912,-74.717362,Light Rain,39.0,0.0,9.0,93.0,0.325
A-3958617,Charlotte,NC,2023-01-27 13:21:55,2,35.237675,-80.84064599999998,Fair,46.0,0.0,10.0,37.0,0.389
A-4574790,Runnemede,NJ,2023-01-19 15:55:56,2,39.855672,-75.075212,Heavy Rain,43.0,0.23,2.0,97.0,0.49
A-5379620,San Antonio,TX,2023-01-04 18:42:30,2,29.527183,-98.558178,Fair,68.0,0.0,10.0,21.0,0.575
A-3660203,Wilmington,CA,2023-03-29 06:36:00,2,33.78258347,-118.28053594,Rain,52.0,,2.0,100.0,0.805
A-3770508,Ontario,CA,2023-02-05 20:12:00,2,34.067404,-117.572162,Partly Cloudy,52.0,0.0,10.0,71.0,0.025
A-4842664,Cleveland,OH,2023-01-20 15:35:35,2,41.371866,-81.822851,Light Snow,38.0,0.0,9.0,70.0,0.045
A-3661303,Novato,CA,2023-03-22 11:44:30,2,38.165082,-122.577619,Cloudy,50.0,0.0,9.0,87.0,1.202
A-5028104,Chattanooga,TN,2023-01-16 15:16:28,2,34.996056,-85.208078,Mostly Cloudy,52.0,0.0,10.0,43.0,0.115
A-5034111,Lockhart,TX,2023-01-06 05:57:00,2,29.91635,-97.680224,Mostly Cloudy,,0.0,10.0,,0.41
A-5109010,South El Monte,CA,2023-01-04 11:44:30,2,34.039583,-118.05146299999998,Light Rain,61.0,0.01,3.0,97.0,1.499
A-3688413,Stacy,MN,2023-03-31 20:15:08,2,45.411279,-92.990275,Cloudy,34.0,0.0,7.0,65.0,0.924
A-5072173,Austin,TX,2023-01-18 15:28:00,2,30.183136,-97.688131,Fair,77.0,0.0,10.0,21.0,0.097
A-4324242,Novi,MI,2023-01-21 00:44:33,2,42.486751,-83.472144,Cloudy,31.0,0.0,10.0,76.0,0.191
A-3779935,Bristol,PA,2023-01-24 09:56:00,2,40.12038589,-74.88788724,Fair,40.0,0.0,10.0,53.0,1.022
A-5430912,Nashville,TN,2023-01-23 21:56:07,2,36.161542,-86.79756,Fair,36.0,0.0,10.0,73.0,0.061
A-5430081,Horsham,PA,2023-01-17 10:20:40,2,40.174971,-75.13842700000002,Cloudy,40.0,0.0,10.0,43.0,0.261
A-4138123,New River,AZ,2023-01-28 18:54:00,2,33.90022800000001,-112.147153,Fair,52.0,0.0,10.0,31.0,0.322
A-4802486,Norwalk,CT,2023-01-21 13:50:00,2,41.092565,-73.447735,Mostly Cloudy,38.0,0.0,10.0,60.0,0.135
A-4125543,Miami,FL,2023-01-31 10:54:49,2,25.885009,-80.202523,Mostly Cloudy,81.0,0.0,10.0,60.0,0.126
A-3940511,San Francisco,CA,2023-01-19 09:24:00,2,37.719356,-122.448243,Mostly Cloudy,50.0,0.0,10.0,71.0,0.129
A-4534593,Winter Garden,FL,2023-01-20 14:30:00,2,28.419602,-81.635582,Fair,82.0,0.0,10.0,25.0,0.134
A-3748018,Madison,WI,2023-02-02 15:57:14,2,43.043801,-89.34955699999998,Fair,23.0,0.0,10.0,46.0,0.226
A-4565636,Allentown,PA,2023-02-02 16:04:00,2,40.572626,-75.54038100000002,,,,,,0.195
A-4459344,Columbia,SC,2023-01-18 16:02:46,2,34.066238,-81.02696800000002,Fair,68.0,0.0,10.0,70.0,3.345
A-3657515,Murrieta,CA,2023-03-21 08:45:00,2,33.550499,-117.183478,Rain,48.0,0.16,3.0,100.0,0.284
A-5015717,Charlotte,NC,2023-01-30 00:15:34,2,35.262784,-80.77203399999998,Light Drizzle,45.0,0.01,3.0,100.0,0.013
A-3701092,Gary,IN,2023-03-20 17:31:00,2,41.56974,-87.363491,Partly Cloudy,48.0,0.0,10.0,34.0,2.49
A-4614203,City Of Industry,CA,2023-01-28 16:32:00,2,33.990001,-117.913798,Fair,60.0,0.0,10.0,62.0,0.107
A-5075163,Sonora,CA,2023-01-23 15:15:00,2,38.018371,-120.395876,Fair,48.0,0.0,10.0,66.0,0.0819999999999999
A-4841114,Greer,SC,2023-01-16 15:14:58,2,34.887057,-82.15413000000002,Fair,57.0,0.0,10.0,23.0,0.027
A-4270420,Los Angeles,CA,2023-01-19 05:35:00,2,34.053231,-118.23039,Fair,43.0,0.0,10.0,86.0,0.083
A-4629033,Baton Rouge,LA,2023-01-24 07:38:00,2,30.413016,-91.099474,Mostly Cloudy,47.0,0.0,10.0,71.0,0.104
A-3686010,Tempe,AZ,2023-03-23 11:54:30,2,33.394728,-111.891043,Partly Cloudy,59.0,0.0,10.0,55.0,0.871
A-5033115,Charlotte,NC,2023-01-04 16:23:00,2,35.219044,-80.833228,Cloudy,63.0,0.0,6.0,90.0,0.036
A-4958377,Dallas,TX,2023-01-30 22:43:50,2,32.86215663,-96.8932879,Cloudy,26.0,0.0,6.0,92.0,0.009
A-3898097,Shafter,CA,2023-01-25 18:42:00,2,35.499577,-119.296055,Haze,52.0,0.0,6.0,69.0,0.016
A-4051700,Myrtle Beach,SC,2023-01-14 11:57:59,2,33.722877000000004,-78.93401899999998,Cloudy,43.0,0.0,10.0,56.0,0.289
A-3674327,San Fernando,CA,2023-02-27 17:24:00,2,34.277534,-118.452074,Mostly Cloudy,46.0,,7.0,100.0,0.025
A-4461997,San Bernardino,CA,2023-02-05 22:55:30,2,34.14350152,-117.25640416,Light Rain,50.0,0.01,10.0,67.0,1.676
A-4859117,Gilroy,CA,2023-02-15 08:23:00,2,37.045776,-121.57801299999998,Fair,41.0,,10.0,53.0,0.097
A-5276828,Bradenton,FL,2023-01-16 12:07:00,2,27.44772077,-82.45903373,Fair,62.0,0.0,10.0,37.0,3.642
A-4136093,Hyattsville,MD,2023-01-23 05:37:00,2,38.91864896,-76.93810344,Light Rain,39.0,0.02,7.0,94.0,0.532
A-5331986,New York,NY,2023-02-10 16:02:58,2,40.847642,-73.934966,Fair,57.0,0.0,10.0,33.0,0.054
A-4753043,Van Buren,AR,2023-01-30 03:39:13,2,35.423113,-94.346932,Fog,30.0,0.0,2.0,92.0,0.196
A-5302482,Dudley,GA,2023-01-05 14:29:00,2,32.531153,-83.11837299999998,Fair,68.0,0.0,10.0,37.0,1.188
A-3698908,Dinuba,CA,2023-03-25 23:09:00,2,36.545196,-119.339631,Fair,47.0,0.0,10.0,63.0,0.05
A-3747272,Hialeah,FL,2023-01-26 14:35:00,2,25.942231,-80.322271,Fair,79.0,0.0,10.0,60.0,0.049
A-4147966,Houston,TX,2023-01-14 16:42:13,2,29.722851,-95.569299,Fair,60.0,0.0,10.0,49.0,0.041
A-5112898,Augusta,GA,2023-01-04 19:56:30,2,33.51112246,-82.10483193,Fair,61.0,0.0,10.0,97.0,0.204
A-3800582,Charlotte,NC,2023-01-06 15:09:00,2,35.31861,-80.778795,Fair,57.0,0.0,10.0,33.0,0.005
A-5124132,Bensalem,PA,2023-01-30 01:53:00,2,40.066535,-74.972794,Fair,37.0,0.0,10.0,86.0,0.431
A-4160175,Austin,TX,2023-01-13 16:02:32,2,30.275234,-97.770489,Fair,64.0,0.0,10.0,23.0,0.741
A-5022660,Fair Oaks,CA,2023-01-05 18:21:00,2,38.66007000000001,-121.292206,Mostly Cloudy,52.0,0.0,7.0,94.0,0.071
A-3694379,Tinley Park,IL,2023-03-20 16:46:58,2,41.586791,-87.847376,Fair / Windy,52.0,0.0,10.0,33.0,0.005
A-3679606,Camp Sherman,OR,2023-03-27 09:11:43,2,44.425506,-121.73883,Fair,33.0,0.0,10.0,66.0,0.635
A-4047606,Leona Valley,CA,2023-02-08 23:50:00,2,34.608554,-118.25378899999998,Fair,40.0,0.0,10.0,58.0,0.059
A-3754637,Raleigh,NC,2023-01-24 08:03:46,2,35.814888,-78.605552,Fair,29.0,0.0,10.0,85.0,0.024
A-4711762,Palmetto,FL,2023-01-14 07:18:00,2,27.619284000000004,-82.481566,Light Rain,49.0,0.0,10.0,66.0,0.232
A-5304209,Homestead,FL,2023-01-01 17:44:09,2,25.492013,-80.44889,Fair,75.0,0.0,10.0,84.0,0.228
A-3689688,McLeansville,NC,2023-03-19 17:54:04,2,36.059089,-79.660976,Fair,46.0,0.0,10.0,29.0,6.343
A-4992020,Tempe,AZ,2023-01-27 07:21:00,2,33.429389,-111.890932,Fair,42.0,0.0,10.0,34.0,2.7710000000000004
A-5171957,San Rafael,CA,2023-02-12 14:22:30,2,37.94507146,-122.48909354,Fair,64.0,0.0,10.0,49.0,0.612
A-4386404,Wofford Heights,CA,2023-02-08 03:36:00,2,35.496814,-118.696518,Fair,35.0,0.0,10.0,57.0,0.162
A-4139311,Keswick,VA,2023-01-20 16:03:41,2,38.006931,-78.36483299999998,Mostly Cloudy,49.0,0.0,10.0,35.0,0.541
A-5333565,Austin,TX,2023-01-15 19:16:00,2,30.121115000000003,-97.715057,Partly Cloudy,66.0,0.0,10.0,65.0,0.429
A-3705023,West Sacramento,CA,2023-03-21 13:30:00,2,38.575102,-121.558513,Cloudy,52.0,0.15,5.0,89.0,0.168
A-3788188,Orlando,FL,2023-01-13 14:23:30,2,28.557142,-81.285985,Cloudy,62.0,0.0,10.0,62.0,0.777
A-4085650,Hatboro,PA,2023-01-15 11:59:48,2,40.166563,-75.110413,Fair,40.0,0.0,10.0,47.0,0.092
A-3702595,Dallas,TX,2023-03-19 21:00:00,2,32.791715,-96.741881,Fair,49.0,0.0,10.0,32.0,1.139
A-5276423,Piedmont,SC,2023-01-30 22:02:12,2,34.761981,-82.473279,Fair,53.0,0.0,10.0,97.0,0.343
A-4636365,Whittier,CA,2023-01-25 16:57:00,2,33.967166,-118.08328799999998,Fair,68.0,0.0,10.0,31.0,0.009
A-4408463,Fort Lauderdale,FL,2023-01-29 17:10:00,2,26.084125,-80.1858,Mostly Cloudy,78.0,0.0,10.0,71.0,1.133
A-4799992,Atlanta,GA,2023-02-10 20:15:00,2,33.74446,-84.35333299999998,Cloudy,55.0,0.0,10.0,53.0,0.8240000000000001
A-5089091,Cohocton,NY,2023-02-03 11:41:51,2,42.502651,-77.511178,Light Snow / Windy,8.0,0.0,1.0,64.0,1.346
A-5369077,Richmond,VA,2023-01-05 14:13:08,2,37.49045,-77.596653,Fair,66.0,0.0,10.0,40.0,0.0069999999999999
A-5358922,Stafford,VA,2023-01-24 15:40:23,2,38.403293,-77.432797,Fair,56.0,0.0,10.0,24.0,1.848
A-4642144,Deerfield Beach,FL,2023-01-20 14:45:00,2,26.304497,-80.11974599999998,Cloudy,80.0,0.0,10.0,56.0,0.208
A-5409499,Los Angeles,CA,2023-01-04 16:49:30,2,33.949645000000004,-118.229271,Light Rain,61.0,0.02,6.0,88.0,0.213
A-4227688,Sacramento,CA,2023-01-30 09:16:00,2,38.519235,-121.458272,Fair,39.0,0.0,10.0,43.0,0.037
A-3823928,Fort Lauderdale,FL,2023-01-13 15:51:00,2,26.116224,-80.321598,Mostly Cloudy,70.0,0.0,10.0,73.0,0.448
A-4601766,Winchester,VA,2023-01-19 06:54:40,2,39.24391,-78.11240600000002,Cloudy,39.0,0.0,10.0,81.0,0.74
A-5210818,Aurora,OR,2023-02-03 06:26:00,2,45.260409,-122.785515,Mostly Cloudy,34.0,0.0,6.0,89.0,2.12
A-4053181,Enola,PA,2023-01-02 07:15:00,2,40.308404,-76.94697,Fair,42.0,0.0,10.0,85.0,0.328
A-3678477,Blue Springs,MO,2023-03-22 20:09:00,2,39.033799,-94.302291,Fog,52.0,0.0,0.75,100.0,0.911
A-4032283,Boca Raton,FL,2023-01-14 19:27:30,2,26.378517,-80.113466,Fair,54.0,0.0,10.0,49.0,1.655
A-5043632,Union,NJ,2023-01-30 23:26:30,2,40.687246,-74.273344,Mostly Cloudy,48.0,0.0,10.0,71.0,0.504
A-3696012,San Diego,CA,2023-03-31 12:05:00,2,32.711579,-117.140781,Mostly Cloudy,61.0,0.0,10.0,54.0,0.008
A-4839174,Pope Valley,CA,2023-02-12 11:27:00,2,38.702093,-122.459632,Fair,60.0,0.0,10.0,49.0,0.92
A-3741180,Williamson,GA,2023-01-06 17:16:50,2,33.170716,-84.400091,Fair,55.0,0.0,10.0,33.0,0.472
A-4532880,Jackson,GA,2023-01-02 15:43:00,2,33.370358,-83.914097,Mostly Cloudy,72.0,0.0,10.0,73.0,0.013
A-5324800,Modesto,CA,2023-02-16 11:20:00,2,37.618318,-121.030399,Fair,47.0,0.0,10.0,54.0,0.056
A-4621816,Butte,MT,2023-01-26 02:12:56,2,45.980652,-112.481882,Cloudy,21.0,0.0,10.0,88.0,0.472
A-4226313,Burleson,TX,2023-01-02 22:49:30,2,32.55829453,-97.31892228,Fair,62.0,0.0,10.0,49.0,0.8009999999999999
A-3660381,Charlotte,NC,2023-03-22 10:06:00,2,35.27370900000001,-80.966388,Cloudy,50.0,0.0,10.0,52.0,0.231
A-3928200,Bethlehem,GA,2023-02-03 12:23:30,2,33.942602,-83.715052,Fair,50.0,,10.0,24.0,0.067
A-3655739,Clovis,CA,2023-03-19 17:10:00,2,36.876281,-119.683986,Mostly Cloudy,63.0,0.0,10.0,63.0,0.163
A-5446225,Alta,CA,2023-01-29 08:57:30,2,39.221303000000006,-120.770373,Snow,30.0,0.04,0.5,96.0,38.538
A-4046416,Oxon Hill,MD,2023-01-06 07:30:36,2,38.796367,-77.003134,Cloudy,49.0,0.0,10.0,54.0,0.046
A-3740799,Ontario,CA,2023-01-15 21:00:00,2,34.086839000000005,-117.641444,Light Rain,49.0,0.18,5.0,100.0,0.902
A-3969597,Mentone,CA,2023-01-26 07:07:00,2,34.06998,-117.128455,Fair,55.0,0.0,10.0,33.0,0.141
A-4339472,Cowpens,SC,2023-01-15 03:13:41,2,35.113762,-81.82038100000003,Fair,28.0,0.0,10.0,64.0,0.247
A-3659123,El Monte,CA,2023-02-27 21:25:00,2,34.072629,-118.058685,Partly Cloudy,50.0,0.0,10.0,89.0,0.068
A-3980623,Dixon,CA,2023-02-03 11:10:00,2,38.444852,-121.785871,Mostly Cloudy,50.0,0.0,10.0,94.0,0.034
A-3847605,Castro Valley,CA,2023-02-13 14:44:00,2,37.700877,-122.026898,Fair,59.0,0.0,9.0,69.0,0.02
A-4345588,Keene,CA,2023-01-01 17:24:00,2,35.240066,-118.583719,Cloudy,36.0,0.0,10.0,100.0,1.276
A-4193650,Tucson,AZ,2023-01-03 11:45:40,2,32.207071,-110.900875,Cloudy,53.0,0.0,10.0,49.0,0.09
A-4800196,Glencoe,AR,2023-01-19 06:54:58,2,36.290639,-91.741078,Fair,37.0,0.0,10.0,76.0,0.194
A-4103204,Atlanta,GA,2023-01-16 15:26:00,2,33.616401,-84.44305,Mostly Cloudy,61.0,0.0,10.0,36.0,0.8540000000000001
A-4148629,Firebaugh,CA,2023-02-04 20:21:00,2,36.850318,-120.773717,Cloudy,59.0,0.0,10.0,62.0,0.174
A-5420756,Fallbrook,CA,2023-02-08 08:15:00,2,33.380171999999995,-117.243619,Fair,43.0,0.0,10.0,74.0,0.047
A-4033250,Pittsburgh,PA,2023-01-22 02:18:00,4,40.39019465,-79.93340135,Fair,31.0,0.0,10.0,72.0,0.256
A-3846803,Inman,SC,2023-01-20 18:04:36,2,35.064612,-82.05179100000002,Fair,55.0,0.0,10.0,38.0,1.083
A-4777881,Ontario,CA,2023-01-30 07:47:00,2,34.030696,-117.58469,Mostly Cloudy,47.0,0.0,10.0,80.0,0.176
A-4811041,New Orleans,LA,2023-01-16 15:13:38,2,30.008678000000003,-90.013746,Cloudy,71.0,0.0,10.0,63.0,0.055
A-4383608,Bakersfield,CA,2023-01-01 11:25:00,2,35.4096,-119.052047,Cloudy / Windy,52.0,0.0,10.0,61.0,0.304
A-5015850,Otis,OR,2023-01-22 04:35:20,2,45.021521,-123.847495,Partly Cloudy,36.0,0.0,10.0,93.0,0.317
A-3687176,Long Beach,CA,2023-03-28 14:43:00,2,33.788511,-118.096828,Fair,73.0,0.0,10.0,23.0,0.188
A-4993418,Atlanta,GA,2023-01-17 14:31:00,2,33.620803,-84.48765300000002,Cloudy,60.0,0.0,10.0,90.0,0.6659999999999999
A-3947232,Canastota,NY,2023-01-05 18:21:54,2,43.099551,-75.732264,Cloudy,42.0,0.0,10.0,73.0,0.239
A-3969039,Renton,WA,2023-02-03 15:16:30,2,47.468558,-122.209227,Light Rain,50.0,0.0,10.0,63.0,6.489
A-4325702,Dallas,TX,2023-02-03 04:00:00,2,32.823131,-96.879245,Fair,29.0,0.0,4.0,96.0,11.493
A-4934561,Fort Mill,SC,2023-01-19 15:05:00,2,35.09525657,-80.9322989,Cloudy,66.0,0.0,10.0,75.0,1.683
A-3930633,Philadelphia,PA,2023-01-04 06:19:00,2,40.016998,-75.173975,,,,,,1.03
A-3704259,Fort Worth,TX,2023-03-21 07:35:00,2,32.80897,-97.418305,Cloudy,51.0,0.0,10.0,86.0,3.158
A-3690982,Royal Oak,MI,2023-03-21 10:41:00,2,42.498367,-83.117452,Fair,44.0,0.0,10.0,42.0,0.5760000000000001
A-4727154,Duncan,SC,2023-01-19 17:20:16,2,34.873774,-82.131887,Fair,67.0,0.0,10.0,37.0,0.535
A-4474273,Rockville,VA,2023-01-28 10:55:22,2,37.690467,-77.695312,Fair,53.0,0.0,10.0,38.0,1.022
A-4510517,Dallas,TX,2023-01-15 01:26:00,2,32.923846000000005,-96.764322,Fair,49.0,0.0,10.0,58.0,0.029
A-4071602,Compton,CA,2023-01-28 23:09:00,2,33.873931,-118.224748,Cloudy,58.0,0.0,10.0,65.0,0.024
A-5310264,Clyde,NC,2023-02-16 17:30:33,2,35.65062899999999,-82.943128,Fair,61.0,0.0,10.0,70.0,0.601
A-5358779,Ulmer,SC,2023-01-20 20:33:29,2,33.139678,-81.25025600000002,Fair,46.0,0.0,10.0,71.0,0.947
A-5167807,Ogden,UT,2023-02-05 12:28:00,2,41.16863608,-112.0204103,Heavy Snow,32.0,0.04,0.25,88.0,1.484
A-4261482,Madera,CA,2023-02-08 13:36:00,2,37.002281,-120.102124,,60.0,0.0,10.0,60.0,0.315
A-3703684,Marietta,GA,2023-03-26 05:37:00,4,33.956556,-84.51642700000002,Mostly Cloudy,59.0,0.0,10.0,83.0,0.377
A-3674355,Los Angeles,CA,2023-03-27 16:11:00,2,34.022625,-118.15662,Fair,73.0,0.0,10.0,14.0,0.038
A-4921155,Sonora,CA,2023-02-11 19:29:00,2,37.99163,-120.277077,Cloudy,37.0,0.0,10.0,81.0,0.099
A-4237993,Detroit,MI,2023-02-17 01:00:03,2,42.37841964,-83.22075963,Wintry Mix,32.0,0.0,5.0,82.0,0.175
A-4953042,Anaheim,CA,2023-01-20 11:07:00,2,33.869521,-117.752218,Fair,59.0,0.0,10.0,42.0,1.883
A-5114150,Fort Myers,FL,2023-01-25 14:09:49,2,26.492611,-81.833184,Fair,83.0,0.0,10.0,51.0,0.009
A-5202222,Port Royal,PA,2023-01-19 18:10:00,2,40.546641,-77.439538,Cloudy,37.0,0.0,7.0,100.0,3.896
A-3731789,Morrisville,NC,2023-01-21 20:05:00,2,35.854192,-78.804489,Mostly Cloudy,41.0,0.0,10.0,62.0,0.109
A-3686903,Watsonville,CA,2023-03-29 22:59:00,2,36.894226,-121.776891,Mostly Cloudy,44.0,0.0,10.0,89.0,0.0819999999999999
A-3781162,Hallandale,FL,2023-01-28 17:36:00,2,25.98887801,-80.16583085,Mostly Cloudy,75.0,0.0,10.0,69.0,2.697
A-4177477,Austin,TX,2023-01-04 11:51:00,2,30.362693,-97.629775,Fair,68.0,0.0,10.0,23.0,0.031
A-5411520,Grand Blanc,MI,2023-01-27 06:56:00,2,42.944582,-83.65341,Cloudy,23.0,0.0,7.0,88.0,0.033
